Images -> gris
f=tf.Variable(initial_value=tf.range(-10,10,20/576,dtype=tf.float32),trainable=False)
f fixé
pas de distored_inputs


EVALUATION


2018-02-02 11:25:28.104005: precision @ 1 = 0.101
2018-02-02 11:26:14.646423: precision @ 1 = 0.122
2018-02-02 11:27:04.881118: precision @ 1 = 0.129
2018-02-02 11:27:49.401741: precision @ 1 = 0.135
2018-02-02 11:28:40.639789: precision @ 1 = 0.132
2018-02-02 11:29:30.716066: precision @ 1 = 0.133
2018-02-02 11:30:15.253860: precision @ 1 = 0.135
2018-02-02 11:31:06.368076: precision @ 1 = 0.135
2018-02-02 11:31:51.813113: precision @ 1 = 0.134
2018-02-02 11:32:40.729689: precision @ 1 = 0.133
2018-02-02 11:33:30.475857: precision @ 1 = 0.133
2018-02-02 11:34:15.867169: precision @ 1 = 0.131
2018-02-02 11:35:06.011140: precision @ 1 = 0.135
2018-02-02 11:35:51.234641: precision @ 1 = 0.132
2018-02-02 11:36:40.521387: precision @ 1 = 0.132
2018-02-02 11:37:29.395847: precision @ 1 = 0.130
2018-02-02 11:38:15.128089: precision @ 1 = 0.132
2018-02-02 11:39:05.709701: precision @ 1 = 0.133
2018-02-02 11:39:52.136027: precision @ 1 = 0.131
2018-02-02 11:40:42.128083: precision @ 1 = 0.133


LOSS (Train)



2018-02-02 11:25:11.293731: step 0, loss = 2.58 (2650.9 examples/sec; 0.048 sec/batch)
2018-02-02 11:31:15.681583: step 23800, loss = 113.44 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:16.884837: step 23900, loss = 122.81 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:18.088090: step 24000, loss = 122.37 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:19.275716: step 24100, loss = 120.32 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:20.457243: step 24200, loss = 116.41 (10833.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:21.644871: step 24300, loss = 120.01 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:22.848123: step 24400, loss = 111.30 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:24.048505: step 24500, loss = 125.52 (10663.3 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:25.236130: step 24600, loss = 110.99 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:26.455010: step 24700, loss = 116.68 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:27.642637: step 24800, loss = 115.41 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:28.830264: step 24900, loss = 112.76 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:30.038652: step 25000, loss = 116.42 (10592.6 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:31.241906: step 25100, loss = 112.95 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:32.445159: step 25200, loss = 135.44 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:33.664039: step 25300, loss = 117.73 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:34.874846: step 25400, loss = 121.36 (10571.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:36.078100: step 25500, loss = 116.43 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:37.328233: step 25600, loss = 115.21 (10238.9 examples/sec; 0.013 sec/batch)
2018-02-02 11:31:39.071622: step 25700, loss = 107.82 (7342.0 examples/sec; 0.017 sec/batch)
2018-02-02 11:31:46.076119: step 25800, loss = 120.42 (1827.4 examples/sec; 0.070 sec/batch)
2018-02-02 11:31:48.341986: step 25900, loss = 117.47 (5649.1 examples/sec; 0.023 sec/batch)
2018-02-02 11:31:50.562980: step 26000, loss = 113.42 (5763.2 examples/sec; 0.022 sec/batch)
2018-02-02 11:31:52.375673: step 26100, loss = 115.09 (7061.3 examples/sec; 0.018 sec/batch)
2018-02-02 11:31:53.578927: step 26200, loss = 113.92 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:54.782180: step 26300, loss = 111.44 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:56.016687: step 26400, loss = 105.42 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:57.204313: step 26500, loss = 101.80 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:58.391940: step 26600, loss = 114.54 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:31:59.579566: step 26700, loss = 116.95 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:00.791086: step 26800, loss = 107.14 (10565.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:01.978712: step 26900, loss = 115.48 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:03.191725: step 27000, loss = 111.95 (10552.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:04.379353: step 27100, loss = 124.53 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:05.582605: step 27200, loss = 117.83 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:06.770232: step 27300, loss = 127.59 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:07.942233: step 27400, loss = 115.29 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:09.145485: step 27500, loss = 112.77 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:10.973805: step 27600, loss = 113.86 (7001.0 examples/sec; 0.018 sec/batch)
2018-02-02 11:32:12.177059: step 27700, loss = 110.47 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:13.391355: step 27800, loss = 101.88 (10541.1 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:14.563356: step 27900, loss = 105.40 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:15.775280: step 28000, loss = 123.58 (10561.7 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:16.962907: step 28100, loss = 109.16 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:18.181787: step 28200, loss = 114.70 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:19.369414: step 28300, loss = 120.52 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:20.583620: step 28400, loss = 105.76 (10541.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:21.771248: step 28500, loss = 116.91 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:22.993421: step 28600, loss = 120.45 (10473.1 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:25.196781: step 28700, loss = 113.10 (5809.3 examples/sec; 0.022 sec/batch)
2018-02-02 11:32:27.712674: step 28800, loss = 118.24 (5087.7 examples/sec; 0.025 sec/batch)
2018-02-02 11:32:30.119179: step 28900, loss = 100.62 (5318.9 examples/sec; 0.024 sec/batch)
2018-02-02 11:32:32.400674: step 29000, loss = 113.81 (5610.4 examples/sec; 0.023 sec/batch)
2018-02-02 11:32:34.479020: step 29100, loss = 118.70 (6158.7 examples/sec; 0.021 sec/batch)
2018-02-02 11:32:36.916780: step 29200, loss = 126.08 (5250.7 examples/sec; 0.024 sec/batch)
2018-02-02 11:32:39.135767: step 29300, loss = 119.97 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:32:41.886060: step 29400, loss = 120.13 (4654.0 examples/sec; 0.028 sec/batch)
2018-02-02 11:32:43.106994: step 29500, loss = 128.51 (10483.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:44.325874: step 29600, loss = 100.25 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:45.513500: step 29700, loss = 111.09 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:46.728453: step 29800, loss = 110.68 (10535.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:47.916080: step 29900, loss = 112.06 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:49.119332: step 30000, loss = 120.15 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:50.306960: step 30100, loss = 100.27 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:51.505154: step 30200, loss = 111.57 (10682.7 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:52.737412: step 30300, loss = 120.47 (10387.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:53.925039: step 30400, loss = 115.09 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:55.128291: step 30500, loss = 128.73 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:56.331545: step 30600, loss = 120.90 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:57.519172: step 30700, loss = 113.84 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:58.738052: step 30800, loss = 116.51 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:32:59.941305: step 30900, loss = 114.11 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:01.144559: step 31000, loss = 110.44 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:02.332429: step 31100, loss = 111.81 (10775.6 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:03.541302: step 31200, loss = 114.09 (10588.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:04.728928: step 31300, loss = 126.23 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:05.967352: step 31400, loss = 121.61 (10335.7 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:07.186233: step 31500, loss = 116.82 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:08.389485: step 31600, loss = 104.14 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:09.608365: step 31700, loss = 114.49 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:11.405432: step 31800, loss = 114.47 (7122.7 examples/sec; 0.018 sec/batch)
2018-02-02 11:33:12.983728: step 31900, loss = 117.43 (8110.0 examples/sec; 0.016 sec/batch)
2018-02-02 11:33:15.155833: step 32000, loss = 111.77 (5892.9 examples/sec; 0.022 sec/batch)
2018-02-02 11:33:17.234179: step 32100, loss = 122.93 (6158.7 examples/sec; 0.021 sec/batch)
2018-02-02 11:33:19.578178: step 32200, loss = 120.22 (5460.8 examples/sec; 0.023 sec/batch)
2018-02-02 11:33:22.062819: step 32300, loss = 121.88 (5151.7 examples/sec; 0.025 sec/batch)
2018-02-02 11:33:24.256443: step 32400, loss = 109.01 (5835.1 examples/sec; 0.022 sec/batch)
2018-02-02 11:33:26.491058: step 32500, loss = 116.34 (5728.1 examples/sec; 0.022 sec/batch)
2018-02-02 11:33:28.788177: step 32600, loss = 112.58 (5572.2 examples/sec; 0.023 sec/batch)
2018-02-02 11:33:30.781527: step 32700, loss = 121.41 (6421.4 examples/sec; 0.020 sec/batch)
2018-02-02 11:33:31.984781: step 32800, loss = 117.61 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:33.202584: step 32900, loss = 108.77 (10510.7 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:34.405837: step 33000, loss = 131.47 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:35.609090: step 33100, loss = 106.94 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:36.812343: step 33200, loss = 119.08 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:38.015596: step 33300, loss = 111.26 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:39.187597: step 33400, loss = 114.35 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:40.953410: step 33500, loss = 126.90 (7248.8 examples/sec; 0.018 sec/batch)
2018-02-02 11:33:42.172290: step 33600, loss = 122.79 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:43.374247: step 33700, loss = 102.82 (10649.3 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:44.561874: step 33800, loss = 121.25 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:45.749501: step 33900, loss = 113.39 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:46.968380: step 34000, loss = 128.98 (10501.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:48.171635: step 34100, loss = 111.47 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:49.406141: step 34200, loss = 130.61 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:50.625021: step 34300, loss = 110.20 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:51.812648: step 34400, loss = 113.03 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:53.045252: step 34500, loss = 100.61 (10384.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:54.232879: step 34600, loss = 117.78 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:55.436132: step 34700, loss = 110.30 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:56.655012: step 34800, loss = 114.27 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:57.827013: step 34900, loss = 105.68 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:33:59.030268: step 35000, loss = 100.86 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:00.233519: step 35100, loss = 134.63 (10637.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:01.468025: step 35200, loss = 108.93 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:02.936932: step 35300, loss = 118.48 (8714.0 examples/sec; 0.015 sec/batch)
2018-02-02 11:34:05.174858: step 35400, loss = 115.52 (5719.6 examples/sec; 0.022 sec/batch)
2018-02-02 11:34:07.143819: step 35500, loss = 113.75 (6500.9 examples/sec; 0.020 sec/batch)
2018-02-02 11:34:09.425312: step 35600, loss = 105.03 (5610.4 examples/sec; 0.023 sec/batch)
2018-02-02 11:34:16.523489: step 35700, loss = 111.59 (1803.3 examples/sec; 0.071 sec/batch)
2018-02-02 11:34:17.726741: step 35800, loss = 121.10 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:18.929995: step 35900, loss = 117.57 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:20.123007: step 36000, loss = 126.23 (10729.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:21.320953: step 36100, loss = 108.90 (10685.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:22.524688: step 36200, loss = 117.30 (10633.6 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:23.732592: step 36300, loss = 119.85 (10596.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:24.951473: step 36400, loss = 112.95 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:26.121791: step 36500, loss = 128.30 (10937.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:27.325044: step 36600, loss = 120.03 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:28.528297: step 36700, loss = 114.83 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:29.715924: step 36800, loss = 110.74 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:30.957101: step 36900, loss = 118.01 (10312.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:32.160354: step 37000, loss = 127.56 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:33.379234: step 37100, loss = 109.12 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:34.588078: step 37200, loss = 103.38 (10588.6 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:35.791331: step 37300, loss = 114.78 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:37.010210: step 37400, loss = 117.47 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:38.197837: step 37500, loss = 112.35 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:39.385464: step 37600, loss = 109.01 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:41.157745: step 37700, loss = 135.48 (7222.3 examples/sec; 0.018 sec/batch)
2018-02-02 11:34:42.360998: step 37800, loss = 126.71 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:43.562215: step 37900, loss = 109.55 (10655.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:44.749842: step 38000, loss = 128.58 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:45.953096: step 38100, loss = 108.96 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:47.187603: step 38200, loss = 109.58 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:34:49.285528: step 38300, loss = 120.43 (6101.3 examples/sec; 0.021 sec/batch)
2018-02-02 11:34:51.526993: step 38400, loss = 123.28 (5710.6 examples/sec; 0.022 sec/batch)
2018-02-02 11:34:53.699100: step 38500, loss = 128.54 (5892.9 examples/sec; 0.022 sec/batch)
2018-02-02 11:34:55.871206: step 38600, loss = 118.51 (5892.9 examples/sec; 0.022 sec/batch)
2018-02-02 11:34:58.090193: step 38700, loss = 117.77 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:35:00.121659: step 38800, loss = 120.59 (6300.9 examples/sec; 0.020 sec/batch)
2018-02-02 11:35:02.309392: step 38900, loss = 123.98 (5850.8 examples/sec; 0.022 sec/batch)
2018-02-02 11:35:04.734251: step 39000, loss = 105.06 (5278.7 examples/sec; 0.024 sec/batch)
2018-02-02 11:35:06.589328: step 39100, loss = 107.89 (6900.0 examples/sec; 0.019 sec/batch)
2018-02-02 11:35:07.808208: step 39200, loss = 113.25 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:08.995834: step 39300, loss = 122.62 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:10.861993: step 39400, loss = 115.55 (6859.0 examples/sec; 0.019 sec/batch)
2018-02-02 11:35:12.065246: step 39500, loss = 121.72 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:13.268500: step 39600, loss = 125.59 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:14.471753: step 39700, loss = 107.93 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:15.675005: step 39800, loss = 109.04 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:16.893886: step 39900, loss = 107.06 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:18.097139: step 40000, loss = 118.22 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:19.300393: step 40100, loss = 122.73 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:20.503646: step 40200, loss = 114.61 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:21.691273: step 40300, loss = 112.51 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:22.896061: step 40400, loss = 117.33 (10624.3 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:24.087561: step 40500, loss = 119.18 (10742.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:25.275188: step 40600, loss = 117.59 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:26.483362: step 40700, loss = 110.40 (10594.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:27.687702: step 40800, loss = 115.27 (10628.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:28.896090: step 40900, loss = 106.01 (10592.6 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:30.090765: step 41000, loss = 115.38 (10714.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:31.278391: step 41100, loss = 109.02 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:32.486395: step 41200, loss = 115.60 (10596.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:33.689648: step 41300, loss = 111.56 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:34.924155: step 41400, loss = 116.51 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:36.111782: step 41500, loss = 93.23 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:37.361914: step 41600, loss = 117.11 (10238.9 examples/sec; 0.013 sec/batch)
2018-02-02 11:35:39.299621: step 41700, loss = 102.83 (6605.7 examples/sec; 0.019 sec/batch)
2018-02-02 11:35:46.687281: step 41800, loss = 113.49 (1732.6 examples/sec; 0.074 sec/batch)
2018-02-02 11:35:48.875015: step 41900, loss = 136.24 (5850.8 examples/sec; 0.022 sec/batch)
2018-02-02 11:35:51.172134: step 42000, loss = 107.41 (5572.2 examples/sec; 0.023 sec/batch)
2018-02-02 11:35:52.469149: step 42100, loss = 123.02 (9868.8 examples/sec; 0.013 sec/batch)
2018-02-02 11:35:53.655883: step 42200, loss = 118.85 (10785.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:54.861632: step 42300, loss = 117.85 (10615.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:56.033632: step 42400, loss = 130.64 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:57.236885: step 42500, loss = 118.69 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:58.440139: step 42600, loss = 109.09 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:35:59.627765: step 42700, loss = 114.48 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:00.799765: step 42800, loss = 120.99 (10921.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:02.018645: step 42900, loss = 110.70 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:03.266460: step 43000, loss = 122.62 (10257.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:04.469715: step 43100, loss = 114.25 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:05.719847: step 43200, loss = 125.23 (10238.9 examples/sec; 0.013 sec/batch)
2018-02-02 11:36:06.922912: step 43300, loss = 103.99 (10639.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:08.110539: step 43400, loss = 121.17 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:09.313792: step 43500, loss = 117.89 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:11.102434: step 43600, loss = 119.13 (7156.3 examples/sec; 0.018 sec/batch)
2018-02-02 11:36:12.305689: step 43700, loss = 106.94 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:13.508942: step 43800, loss = 102.22 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:14.712195: step 43900, loss = 124.42 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:15.915449: step 44000, loss = 111.43 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:17.103076: step 44100, loss = 119.57 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:18.321955: step 44200, loss = 106.49 (10501.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:19.509582: step 44300, loss = 130.91 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:20.697209: step 44400, loss = 113.07 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:21.931715: step 44500, loss = 120.20 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:23.546921: step 44600, loss = 116.85 (7924.7 examples/sec; 0.016 sec/batch)
2018-02-02 11:36:25.613547: step 44700, loss = 121.44 (6193.7 examples/sec; 0.021 sec/batch)
2018-02-02 11:36:27.754401: step 44800, loss = 121.80 (5978.9 examples/sec; 0.021 sec/batch)
2018-02-02 11:36:30.129654: step 44900, loss = 114.79 (5388.9 examples/sec; 0.024 sec/batch)
2018-02-02 11:36:32.379894: step 45000, loss = 114.52 (5688.3 examples/sec; 0.023 sec/batch)
2018-02-02 11:36:34.692641: step 45100, loss = 112.06 (5534.5 examples/sec; 0.023 sec/batch)
2018-02-02 11:36:37.036640: step 45200, loss = 121.62 (5460.8 examples/sec; 0.023 sec/batch)
2018-02-02 11:36:39.427520: step 45300, loss = 110.61 (5353.7 examples/sec; 0.024 sec/batch)
2018-02-02 11:36:41.943413: step 45400, loss = 114.73 (5087.7 examples/sec; 0.025 sec/batch)
2018-02-02 11:36:43.141544: step 45500, loss = 126.74 (10683.3 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:44.344797: step 45600, loss = 128.85 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:45.561245: step 45700, loss = 117.72 (10522.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:46.764373: step 45800, loss = 99.12 (10638.9 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:47.983253: step 45900, loss = 124.55 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:49.186507: step 46000, loss = 97.31 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:50.389760: step 46100, loss = 105.17 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:51.624266: step 46200, loss = 120.22 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:52.843146: step 46300, loss = 121.41 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:54.062027: step 46400, loss = 108.65 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:55.258289: step 46500, loss = 99.71 (10700.0 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:56.467514: step 46600, loss = 116.91 (10585.3 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:57.670767: step 46700, loss = 125.52 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:36:58.889647: step 46800, loss = 114.69 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:00.108527: step 46900, loss = 111.03 (10501.4 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:01.311780: step 47000, loss = 116.99 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:02.499407: step 47100, loss = 112.83 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:03.697331: step 47200, loss = 124.71 (10685.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:04.900584: step 47300, loss = 128.34 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:06.088210: step 47400, loss = 119.13 (10777.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:07.291465: step 47500, loss = 120.42 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:08.494717: step 47600, loss = 108.79 (10637.8 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:09.700086: step 47700, loss = 113.56 (10619.2 examples/sec; 0.012 sec/batch)
2018-02-02 11:37:12.903553: step 47800, loss = 112.46 (3995.7 examples/sec; 0.032 sec/batch)
2018-02-02 11:37:15.122539: step 47900, loss = 113.02 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 11:37:17.419660: step 48000, loss = 114.23 (5572.2 examples/sec; 0.023 sec/batch)
2018-02-02 11:37:19.357367: step 48100, loss = 108.49 (6605.7 examples/sec; 0.019 sec/batch)
2018-02-02 11:37:21.357579: step 48200, loss = 117.71 (6399.3 examples/sec; 0.020 sec/batch)
2018-02-02 11:37:23.504128: step 48300, loss = 112.47 (5963.1 examples/sec; 0.021 sec/batch)
2018-02-02 11:37:25.644279: step 48400, loss = 99.99 (5980.9 examples/sec; 0.021 sec/batch)
2018-02-02 11:37:27.676912: step 48500, loss = 110.87 (6297.2 examples/sec; 0.020 sec/batch)
2018-02-02 11:37:29.661500: step 48600, loss = 116.46 (6449.7 examples/sec; 0.020 sec/batch)
2018-02-02 11:37:30.864754: step 48700, loss = 108.44 (10637.8 examples/sec; 0.012 sec/batch)
